id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_sum_500_min_price_avg,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,cafe_count_500_price_high,big_church_count_500,church_count_500,mosque_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,cafe_count_1000_price_high,big_church_count_1000,church_count_1000,mosque_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,mosque_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000,price_doc
30284,2015-06-16,62,1.0,14.0,25.0,1.0,1.0,2.0,1.0,1.0,OwnerOccupier,Mitino,12583535.69,178473,0.194702869,0.069753361,13087,6839.0,9,13670,17063.0,10,0,,1,0,17,6,no,0,11,4,no,no,no,no,no,no,no,no,21155,9828,11327,28563,14680,13883,120381,60040,60341,29529,9083,20446,13087,6645,6442,13670,7126,6544,32063,16513,15550,3292,1450,1842,24934,12782,12152,458.0,9.0,51.0,12.0,124.0,50.0,201.0,0.0,9.0,2.0,459.0,13.0,24.0,40.0,130.0,252.0,37,2.256098719,1.0503611,11.32239704,0.943533087,0.958373922,0.631865989,0.973781198,0.038322553,0.729962362,16.72718,1.716977,12.96564,2.76854025,33.222483,4.0,2.293152331,3.809587751,4,0.251964923,3.023579081,0.237405477,no,1.360069848,13.09816257,15.91946354,16.76714792,17.94890404,1.250605833,17,no,1.262771914,37,0.83009359,no,15.9554881,83,5.211725768,1,26.10637836,8.011495276,4.791516495,0.77633227,10.21322026,0.503764842,26.36982463,2.05546761,0.355630489,2.092050603,7.601760592,5.862628441,3.363874664,2.446503762,7.267002016,3.35813086,9.380269049,1.01672772,0.553097006,0.654486143,1.028767711,0.631865989,0.68336271,0.0,13.9158469,15.46778511,14.65461771,3.703364042,0.40622053,good,50.07,0.0,0,0,0,0,1,500.0,1000.0,750.0,0,0,1,0,0,0,0,0,1,0,0,2,0,37.18,2.86,2,11000,4,48264,10,780.0,1350.0,1065.0,0,1,5,2,2,0,0,1,1,0,0,2,0,22.9,5.43,4,167000,9,125744,17,700.0,1205.88,952.94,0,3,8,4,2,0,0,1,1,0,0,11,0,21.66,8.01,4,167000,12,163044,26,757.69,1288.46,1023.08,0,4,11,7,4,0,0,1,1,0,0,16,1,22.43,7.98,8,244166,21,874180,45,835.56,1400.0,1117.78,0,7,19,12,5,1,1,4,4,0,0,19,3,17.33,5.88,14,499392,34,1217838,92,905.95,1505.95,1205.95,8,12,30,24,13,4,1,5,7,0,1,38,5,8921331
11514,2013-10-24,34,19.0,5.0,14.0,5.0,1971.0,1.0,9.0,3.0,Investment,Chertanovo Juzhnoe,9282438.657,143661,0.153279465,0.127375905,8356,3844.0,6,8429,8810.0,7,0,,3,0,3,4,no,0,9,3,no,no,no,no,no,no,no,no,112221,49045,63176,17830,9326,8504,93309,46970,46339,32522,9229,23293,8356,4490,3866,8429,4367,4062,19887,10243,9644,22516,10217,12299,15922,8432,7490,224.0,41.0,2.0,0.0,16.0,1.0,164.0,0.0,0.0,0.0,222.0,0.0,1.0,14.0,188.0,19.0,104,1.904837636,0.707846639,8.494159672,0.707846639,0.176822197,0.541295702,2.039454281,0.640055371,0.555738989,7.730146,1.193631,1.493223,1.313847589,15.76617106,73.0,1.313847589,2.560921505,73,0.292757077,3.513084919,0.694826362,no,2.449188103,11.51249365,14.70439814,16.15354419,16.76804106,0.402368094,2,no,2.253404857,40,0.646266479,no,16.11681307,32,4.455553458,9,13.77623218,6.839096231,2.483870791,1.525517325,2.640246536,0.914693919,12.36000244,5.335115844,1.058094776,5.048636546,8.686929448,14.03508954,1.690067772,3.651151043,20.00794956,0.804286009,8.724220787,1.464124094,0.387693583,0.512144986,0.25804972,0.541295702,1.313421846,1.309839327,5.570383266,7.51483143,4.939170431,5.036424232,0.233419731,poor,0.0,0.0,0,0,4,31700,3,533.33,833.33,683.33,0,2,0,1,0,0,0,0,0,0,0,0,0,3.9,15.55,2,66947,7,94783,4,525.0,875.0,700.0,0,2,1,1,0,0,0,0,0,0,0,0,0,8.29,29.03,2,66947,8,134783,5,480.0,800.0,640.0,0,3,1,1,0,0,0,1,2,0,0,2,0,11.05,36.26,4,93947,15,542765,14,642.86,1071.43,857.14,0,5,4,4,1,0,0,1,4,0,0,5,0,18.01,28.35,6,133947,19,796765,30,696.43,1142.86,919.64,2,10,6,9,3,0,0,3,8,0,0,10,2,27.92,14.19,11,579851,41,1145369,83,670.13,1123.38,896.75,6,27,23,19,7,1,0,6,14,0,1,36,5,5700000
17838,2014-04-24,58,,14.0,17.0,1.0,,2.0,8.0,1.0,OwnerOccupier,Poselenie Shherbinka,7878765.473,32241,0.05707006,0.211401214,2041,,0,1892,,0,0,,0,0,0,3,no,0,1,0,no,no,no,no,no,no,no,no,39873,18306,21567,4207,2168,2039,20445,10490,9955,7589,2090,5499,2041,1065,976,1892,953,939,4724,2441,2283,7467,3649,3818,3681,1894,1787,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,45,10.81284158,5.8915463,70.6985556,5.8915463,0.935499489,3.153738864,1.387741823,0.214487944,0.514312023,2.020341,2.730586,12.18092,3.904937939,46.85925526,39.0,3.904937939,7.484781611,39,0.442594475,5.311133701,0.207400024,no,8.718550961,22.33573595,25.52154994,26.86776518,27.54428917,2.225959672,2,no,4.572344069,39,1.065134413,no,30.5049728,32,12.69002545,9,23.52718777,18.02894997,9.411354755,6.365199668,10.12391668,11.86772051,22.42109937,4.407864104,3.346546222,6.889563854,15.85519383,22.31127708,11.74097035,4.791789209,28.2841371,6.768790358,24.15205744,9.93937445,0.150860197,2.812430938,1.417278786,3.153738864,3.533461999,1.79239064,4.733453805,26.89059967,15.46422877,12.91537405,1.407446856,no data,12.87,0.0,0,0,1,175000,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65,4.14,0,0,1,175000,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,6.73,0,0,1,175000,1,300.0,500.0,400.0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.82,9.3,0,0,1,175000,1,300.0,500.0,400.0,0,1,0,0,0,0,0,0,1,0,0,0,1,4.91,9.47,4,63808,1,175000,3,533.33,833.33,683.33,0,2,0,1,0,0,0,0,2,0,0,1,1,11.22,6.35,4,63808,4,248000,18,780.0,1233.33,1006.67,3,4,2,8,1,0,0,1,6,1,0,8,1,4975658
4472,2012-10-30,76,44.0,13.0,,,,,,,Investment,Bogorodskoe,8659075.461,104410,0.416866452,0.069660344,7103,3107.0,7,6119,7277.0,9,0,,1,0,8,4,no,0,2,4,no,no,no,yes,no,no,no,no,1452550,655329,797221,13897,6937,6960,59366,30856,28510,31147,11500,19647,7103,3598,3505,6119,2984,3135,15630,7783,7847,311210,150254,160956,12479,6183,6296,413.0,104.0,4.0,0.0,215.0,7.0,63.0,0.0,20.0,0.0,413.0,4.0,14.0,316.0,61.0,18.0,48,1.984328011,1.368247902,16.12469302,1.343724418,0.309373167,0.388545358,2.124332595,0.191836384,0.272285376,15.18774,0.058482,10.24556,3.261121578,39.13345894,7.0,3.343581688,4.485240734,7,0.124611694,1.495340324,0.438932845,no,7.038063499,3.599123872,5.520401352,6.268224718,8.046753033,3.599123866,4,no,4.500227916,20,1.05846911,no,5.368247197,97,3.414464603,10,6.59777848,12.09209964,0.708803426,1.819478731,4.158453218,4.7371473,14.89482544,3.812061824,0.778364047,2.488339064,3.868420152,1.336106362,0.905223283,0.186790046,2.907314078,0.845575995,2.750475086,0.646845457,1.077729393,0.594386864,0.700692532,0.388545358,1.315859866,1.217749606,5.914851883,2.887378863,3.994723839,1.844146474,0.174939847,excellent,5.73,8.06,0,0,0,0,1,1000.0,1500.0,1250.0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.33,4.31,2,40500,0,0,3,766.67,1166.67,966.67,0,1,0,2,0,0,0,0,0,0,0,4,0,8.2,2.87,9,218692,2,9400,16,518.75,906.25,712.5,0,6,7,3,0,0,0,1,4,0,0,10,0,17.29,4.49,14,366411,2,9400,20,516.67,916.67,716.67,2,6,9,3,0,0,0,6,8,0,1,19,0,31.83,10.23,38,881864,21,264941,92,695.4,1183.91,939.66,5,25,33,18,9,2,0,11,19,0,4,50,1,34.44,13.68,113,1923413,38,1129561,281,730.34,1235.96,983.15,14,75,93,57,36,6,0,22,49,0,14,101,7,13100000
3026,2012-07-26,43,29.0,1.0,,,,,,,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058.0,3,4231,4975.0,6,1,1020.0,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,1100773,502659,598114,9151,4737,4414,44166,22748,21418,19690,6156,13534,4348,2225,2123,4231,2201,2030,10478,5479,4999,234407,115098,119309,8098,4177,3921,332.0,31.0,2.0,0.0,256.0,12.0,30.0,0.0,1.0,0.0,332.0,2.0,25.0,246.0,39.0,20.0,113,2.075213018,1.510526841,14.05833898,1.171528248,0.167225832,0.561973025,1.202026191,0.272448482,0.045556324,18.7582,3.303121,6.549058,3.285241394,39.42289672,62.0,3.976338105,4.5741216,62,0.095683007,1.148196089,0.353651572,no,8.353466233,3.697888374,6.344816262,7.104483824,8.384222412,0.691327183,28,no,0.91913164,14,0.484335566,no,5.417284027,121,4.604792451,5,16.04620876,3.468564246,4.672832822,1.308559308,3.316105688,5.399125313,18.16925437,1.153404293,0.618388153,2.682754758,3.675672766,3.580749762,1.329591043,1.128794835,6.159485922,4.118109899,2.544984965,0.561973025,0.706607414,0.199597866,1.003308831,0.724424044,0.908417824,0.290304962,6.744802194,5.296602574,5.902740351,1.985851545,0.270171286,poor,2.84,14.7,4,150677,0,0,8,550.0,937.5,743.75,0,3,3,2,0,0,0,0,1,0,0,0,1,2.31,15.82,9,220160,2,18000,31,669.23,1134.62,901.92,5,8,10,6,1,1,0,1,3,0,0,4,1,11.24,11.78,19,433477,5,153000,51,652.17,1086.96,869.57,5,20,12,10,2,2,0,2,4,0,0,10,1,18.4,6.73,26,653204,5,153000,80,668.06,1118.06,893.06,8,32,18,13,6,3,0,2,4,0,1,19,4,20.31,8.79,55,1470795,21,1166059,178,691.82,1157.23,924.53,19,55,48,39,12,5,0,8,16,0,1,34,7,13.99,16.63,145,3932727,49,2061107,376,731.18,1225.0,978.09,36,107,112,78,28,13,2,13,33,0,5,105,14,6350000
25256,2014-11-25,30,18.0,1.0,5.0,2.0,1961.0,1.0,5.0,,Investment,Novogireevo,4395332.782,94561,0.063755213,0.038692987,6120,2215.0,4,6533,5824.0,4,0,1015.0,2,0,7,1,no,0,5,1,no,no,no,yes,no,no,no,no,72131,34296,37835,13523,6724,6799,56908,27219,29689,24130,7105,17025,6120,3096,3024,6533,3192,3341,14994,7422,7572,17070,7717,9353,11903,5928,5975,304.0,108.0,2.0,0.0,105.0,4.0,85.0,0.0,0.0,0.0,303.0,1.0,2.0,220.0,66.0,14.0,49,2.041839792,1.074606978,12.37199851,1.030999875,0.251172777,0.336323489,1.418643209,0.411809548,0.579272793,11.1378,2.488203,9.028515,2.020440154,24.24528184,31.0,3.090594846,5.603224955,31,0.067025592,0.804307108,0.823633559,no,2.52226569,6.446011425,9.060608335,9.621804227,11.22828851,1.54611969,10,no,2.522265682,1,1.263516886,no,11.66440301,5,6.697963116,3,2.648546372,14.32827682,0.368292092,2.401525177,4.640847121,2.112356571,15.08095247,1.323395393,0.770692168,2.615970834,2.304721558,3.062620236,0.625872345,0.726926382,8.289166405,1.257076743,3.784233952,3.762228278,0.697588604,1.793082127,1.291432352,0.336323489,0.232682699,0.910050267,9.333320877,1.760230631,0.812201825,1.799216793,0.197782437,poor,2.17,0.0,0,0,0,0,3,766.67,1333.33,1050.0,0,1,1,0,1,0,0,1,0,0,0,0,0,6.19,5.08,0,0,4,20906,13,630.77,1076.92,853.85,0,4,5,3,1,0,0,1,1,0,3,3,1,16.59,2.41,0,0,5,39106,22,585.71,1023.81,804.76,1,6,10,4,1,0,0,2,2,0,4,5,2,27.44,2.88,2,95000,6,39106,33,590.63,1046.88,818.75,1,8,17,5,2,0,0,2,2,0,5,11,3,36.63,5.81,8,215237,11,531806,46,568.89,1011.11,790.0,1,12,24,7,2,0,0,3,5,0,6,28,4,25.27,12.16,17,384344,25,977716,105,687.13,1163.37,925.25,4,28,39,25,6,3,0,8,16,0,9,63,13,5250000
15783,2014-03-06,62,43.0,4.0,9.0,1.0,1969.0,3.0,7.0,3.0,Investment,Kon'kovo,7811375.434,153248,0.127002383,0.135649789,7517,2627.0,5,7960,9650.0,5,0,350.0,3,0,11,3,no,0,11,6,no,no,no,yes,no,no,no,no,123000,58226,64774,16468,8851,7617,100062,55456,44606,36718,11958,24760,7517,4062,3455,7960,4280,3680,19439,10398,9041,24753,13005,11748,14528,7865,6663,314.0,44.0,0.0,0.0,7.0,3.0,260.0,0.0,0.0,0.0,315.0,0.0,0.0,156.0,126.0,33.0,35,1.16479488,0.680938265,8.085274345,0.673772862,0.376025377,0.358772847,2.412785849,0.314012981,0.348856506,9.134271,5.139514,8.031026,8.682835347,104.1940242,33.0,8.63483429,11.10716489,42,0.192121887,2.305462644,0.476490493,no,4.310346148,7.548932957,10.50907209,11.65626543,12.3912337,2.344994824,16,no,4.31034614,1,5.633522949,no,13.1232185,32,5.121805213,8,17.33060846,6.531706509,1.275447459,1.366969347,6.844782082,3.845271169,2.179103417,0.981883328,0.269308993,0.468788528,2.293818517,3.00768415,3.684237941,1.55342205,16.57054025,0.747436329,1.868429427,3.29649952,0.529892239,0.534354556,1.037543097,0.358772847,2.412785849,0.373576466,1.920835065,4.009827331,5.224408689,0.494858298,0.31305371,satisfactory,2.73,3.64,0,0,0,0,4,766.67,1166.67,966.67,1,1,0,2,0,0,0,0,1,0,1,2,0,1.78,13.1,5,233102,6,101554,17,613.33,1033.33,823.33,2,4,6,5,0,0,0,0,2,0,1,5,2,8.15,19.17,7,307275,10,175154,32,583.33,1000.0,791.67,2,10,12,7,1,0,0,0,6,0,1,10,2,18.54,17.13,15,572826,15,251050,51,637.5,1093.75,865.63,3,12,21,12,3,0,0,0,8,1,1,12,3,35.12,8.38,22,868708,23,548150,121,704.27,1188.03,946.15,4,28,44,33,11,1,0,2,18,1,1,31,3,30.49,4.62,47,1711029,47,1327821,326,685.21,1154.34,919.77,15,87,111,83,28,1,1,7,38,1,4,81,11,11800000
424,2011-11-22,37,19.0,9.0,,,,,,,Investment,Chertanovo Juzhnoe,9282438.657,143661,0.153279465,0.127375905,8356,3844.0,6,8429,8810.0,7,0,,3,0,3,4,no,0,9,3,no,no,no,no,no,no,no,no,112221,49045,63176,17830,9326,8504,93309,46970,46339,32522,9229,23293,8356,4490,3866,8429,4367,4062,19887,10243,9644,22516,10217,12299,15922,8432,7490,224.0,41.0,2.0,0.0,16.0,1.0,164.0,0.0,0.0,0.0,222.0,0.0,1.0,14.0,188.0,19.0,104,1.739832724,0.610248419,7.322981023,0.610248419,0.710320846,0.206782672,1.539584688,0.789576103,0.308233577,8.263416,1.381457,1.883261,0.914070579,10.96884695,73.0,0.914070579,2.403372348,73,0.214688136,2.576257631,1.019157274,no,1.932862889,12.0130601,15.20816754,16.65090554,17.27048218,0.327726215,2,no,1.7122048,40,0.601261088,no,16.56956876,32,4.727849789,9,14.18322629,7.362210619,2.06006106,1.984016447,2.378640687,1.294604905,12.26240422,5.607412176,0.972574891,5.129475374,8.589331228,13.93749132,2.216410009,4.11267426,19.91035134,1.332707898,9.176976471,0.965860199,0.29768733,0.756874614,0.62788264,0.206782672,1.772301825,1.759456567,6.085083168,7.967587114,5.363094136,5.118179386,0.375431612,satisfactory,0.0,10.48,0,0,4,24700,2,650.0,1000.0,825.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.52,26.88,2,66947,7,94783,3,533.33,833.33,683.33,0,2,0,1,0,0,0,0,0,0,0,1,0,11.55,30.35,2,66947,9,114862,5,620.0,1000.0,810.0,0,2,1,2,0,0,0,0,0,0,0,1,0,15.04,30.93,3,81947,10,154862,8,650.0,1062.5,856.25,0,4,1,2,1,0,0,1,4,0,0,3,0,20.88,25.75,5,108947,16,562765,22,757.14,1238.1,997.62,1,8,4,6,2,1,0,3,9,0,0,10,2,28.62,13.08,10,549851,37,1095469,68,670.31,1125.0,897.66,4,23,19,15,6,1,0,6,14,0,0,33,5,7150000
6335,2013-03-06,63,,17.0,,,,,,,OwnerOccupier,Nekrasovka,11391678.48,19940,0.055643565,0.243204519,1706,2395.0,5,1564,7377.0,5,0,540.0,0,0,0,4,no,0,0,0,no,yes,no,no,no,no,no,no,247469,112902,134567,3459,1782,1677,13331,6670,6661,3150,948,2202,1706,862,844,1564,821,743,3831,1973,1858,55710,27242,28468,3112,1600,1512,43.0,3.0,0.0,0.0,10.0,2.0,28.0,0.0,0.0,0.0,41.0,0.0,1.0,7.0,10.0,23.0,108,0.913143882,0.369300592,4.431607106,0.369300592,1.55371797,0.480207595,3.008938568,1.678090283,0.754633047,1.530345,3.643177,1.235872,3.863016791,46.35620149,75.0,3.458366327,5.268029512,75,0.159566871,1.914802452,0.74157918,no,5.686274614,13.64500839,17.64838925,18.4071203,19.76393757,3.262172437,11,no,4.2991285,7,2.832922626,no,25.25646855,5,7.092672337,14,9.425425854,16.85346377,3.43625425,5.815850358,10.30455114,4.441774645,10.10314735,4.001085231,2.913977218,7.361990761,7.361990761,13.43070301,6.364524341,1.05928882,12.07810064,3.983902508,8.900627404,5.081010317,2.160933247,5.273047018,1.818087165,0.480207595,3.473848585,0.922894431,9.895089566,8.612007262,7.215514976,6.759573199,2.083159304,good,0.0,0.0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.41,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,9.37,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0.84,14.02,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,4.71,14.44,0,0,2,41100,3,833.33,1333.33,1083.33,0,0,1,2,0,0,0,0,2,0,0,1,1,13.5,7.69,0,0,3,43437,14,771.43,1285.71,1028.57,0,1,6,6,1,0,0,4,6,0,0,4,1,5596318
24987,2014-11-20,16,11.0,2.0,5.0,2.0,1952.0,1.0,1.0,1.0,Investment,Vostochnoe Izmajlovo,3799999.352,76308,0.232655892,0.149666373,5096,1838.0,2,4789,4474.0,3,0,4087.0,4,0,6,3,no,0,1,2,no,no,no,yes,no,no,no,no,118945,53052,65893,10530,5384,5146,48790,24297,24493,16988,5104,11884,5096,2575,2521,4789,2478,2311,11868,6085,5783,23760,11710,12050,9313,4745,4568,247.0,49.0,0.0,0.0,98.0,7.0,92.0,0.0,1.0,0.0,247.0,0.0,0.0,194.0,42.0,11.0,38,1.796475077,1.317076548,15.80491858,1.317076548,0.47257011,0.180925846,3.616242947,0.225025096,0.286579713,13.5124,2.639116,10.68723,6.530657529,78.36789035,56.0,5.301995077,6.732091487,136,0.175186945,2.102243334,1.13352459,no,1.379113336,8.328541796,10.61866875,11.35489571,13.10250494,1.379113342,1,no,1.876553065,25,1.557713355,no,11.87175521,97,3.422517395,7,5.578992957,18.05008405,1.159088874,0.770910833,4.510166659,5.326028444,17.23890427,2.255123868,0.104956712,2.541632197,4.35330607,4.339774968,0.615016122,0.064243367,9.990966765,0.526408981,0.253395462,0.180925846,0.38439113,0.165943929,0.371159337,0.429967107,2.741685907,0.313727953,7.296997267,5.532857018,4.565921083,3.057420003,0.175764904,good,23.85,10.53,1,4337,1,0,4,825.0,1375.0,1100.0,0,1,1,1,1,0,0,0,1,0,0,2,0,43.04,12.62,2,9337,1,0,10,790.0,1350.0,1070.0,0,3,4,1,1,1,0,0,1,0,0,4,0,44.7,8.07,2,9337,2,6435,12,745.45,1272.73,1009.09,1,4,4,1,1,1,0,0,2,0,0,6,0,38.09,4.67,3,44337,4,43735,20,705.26,1157.89,931.58,1,8,4,5,1,1,0,0,2,0,0,16,1,35.02,3.3,4,184337,7,120744,39,678.95,1144.74,911.84,1,11,14,10,2,1,0,2,5,0,0,19,4,30.27,7.79,9,270637,23,1032272,107,647.52,1099.01,873.27,6,33,37,23,6,2,0,8,13,0,5,53,7,2000000
10192,2013-08-30,37,37.0,11.0,1.0,1.0,2013.0,1.0,1.0,1.0,OwnerOccupier,Tekstil'shhiki,4808269.831,101708,0.112559644,0.118537385,5879,1463.0,4,6207,5580.0,7,0,1183.0,1,0,5,1,no,0,0,1,no,no,no,yes,no,no,no,no,101982,46076,55906,13028,6835,6193,63388,31813,31575,25292,7609,17683,5879,3095,2784,6207,3269,2938,14884,7821,7063,19401,9045,10356,11252,5916,5336,330.0,59.0,0.0,0.0,206.0,4.0,60.0,0.0,1.0,0.0,330.0,1.0,0.0,246.0,63.0,20.0,3,1.580899158,1.682204711,0.693154111,0.057762843,0.385431628,0.58486722,0.451576626,0.116584401,0.654713738,5.223829,3.423183,12.33979,0.418101089,5.017213068,3.0,2.23744358,2.243896694,3,0.081389576,0.976674916,0.288539252,no,6.124212552,2.127014898,6.215603649,7.281512344,8.331436845,0.027909371,3,yes,2.127014861,4,0.312874491,no,9.771523041,5,6.872609067,3,5.208217397,7.908640984,0.865720781,0.803966615,2.928153125,2.816269744,5.983346913,2.215365275,0.292112725,2.275797765,2.210807936,1.607491266,2.311181026,0.418456393,7.913281538,1.675833536,1.6811766,1.288130779,1.813696038,0.776174315,0.660812702,0.58486722,2.519592957,1.38458158,7.218184723,3.98462892,3.804067062,4.612252968,0.312792431,poor,6.55,0.0,0,0,0,0,2,650.0,1000.0,825.0,0,1,0,1,0,0,0,0,0,0,0,4,1,6.86,5.22,2,43700,0,0,6,560.0,1000.0,780.0,1,1,3,1,0,0,0,0,0,0,0,4,4,4.28,16.56,4,90900,0,0,13,618.18,1090.91,854.55,2,1,7,3,0,0,0,0,1,0,0,4,5,3.71,33.12,4,90900,2,4850,18,543.75,968.75,756.25,2,4,9,3,0,0,0,0,3,0,0,5,5,8.28,33.95,14,331556,10,278078,43,725.0,1237.5,981.25,3,10,16,8,5,1,0,1,8,0,0,20,6,12.37,21.77,48,1538463,36,1630490,154,714.58,1211.81,963.19,10,33,58,37,13,3,0,12,28,0,4,77,15,6498537
